EstablecimientoCodigo;EstablecimientoGlosa;TipoEstablecimientoGlosa;TipoSistemaSaludGlosa;DependenciaAdministrativa;NivelAtencionEstabglosa;RegionGlosa;ComunaGlosa;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa
121326;Centro de Salud Familiar Andrés Sandoval Calderón;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Cunco;Baja Complejidad;Atención Abierta-Ambulatoria
200948;SUR Los Laureles;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de La Araucanía;Cunco;Baja Complejidad;Atención Abierta-Ambulatoria
121562;Posta de Salud Rural Radal;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Freire;Baja Complejidad;Atención Abierta-Ambulatoria
121577;Posta de Salud Rural Yenehue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Teodoro Schmidt;Baja Complejidad;Atención Abierta-Ambulatoria
200970;SAPU Pitrufquén;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de La Araucanía;Pitrufquén;Baja Complejidad;Atención Abierta-Ambulatoria
121353;Centro de Salud Familiar Pitrufquén;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Pitrufquén;Baja Complejidad;Atención Abierta-Ambulatoria
121786;Centro Comunitario de Salud Familiar Ultraestación;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Pitrufquén;Baja Complejidad;Atención Abierta-Ambulatoria
121566;Posta de Salud Rural Lliuco(Freire);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Freire;Baja Complejidad;Atención Abierta-Ambulatoria
200381;Centro Comunitario de Salud Familiar El Bosque;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Freire;Baja Complejidad;Atención Abierta-Ambulatoria
121493;Posta de Salud Rural Leufuche;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Cunco;Baja Complejidad;Atención Abierta-Ambulatoria
121304;Centro de Salud Familiar Freire;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Freire;Baja Complejidad;Atención Abierta-Ambulatoria
121563;Posta de Salud Rural Allipén;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Freire;Baja Complejidad;Atención Abierta-Ambulatoria
200155;SAPU Freire;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de La Araucanía;Freire;Baja Complejidad;Atención Abierta-Ambulatoria
201005;SUR QUEPE;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de La Araucanía;Freire;Baja Complejidad;Atención Abierta-Ambulatoria
121504;Posta de Salud Rural Huilío;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Freire;Baja Complejidad;Atención Abierta-Ambulatoria
200383;Centro Comunitario de Salud Familiar Las Villas;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Cunco;Baja Complejidad;Atención Abierta-Ambulatoria
121491;Posta de Salud Rural Las Hortensias;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Cunco;Baja Complejidad;Atención Abierta-Ambulatoria
121521;Posta de Salud Rural Puaucho(Saavedra);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121113;Hospital Dr. Eduardo González Galeno (Cunco);Hospital;Público;Servicio de Salud;;Región de La Araucanía;Cunco;Baja Complejidad;Atención Cerrada-Hospitalaria
121578;Posta de Salud Rural Número Tres;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121526;Posta de Salud Rural Piedra Alta;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121528;Posta de Salud Rural Huapi;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121501;Posta de Salud Rural Queupue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Nueva Imperial;Baja Complejidad;Atención Abierta-Ambulatoria
121579;Posta de Salud Rural Nohualhue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Teodoro Schmidt;Baja Complejidad;Atención Abierta-Ambulatoria
121492;Posta de Salud Rural Villa García;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Cunco;Baja Complejidad;Atención Abierta-Ambulatoria
121505;Posta de Salud Rural Pto. Domínguez;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121570;Posta de Salud Rural Santa María Llaima;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Melipeuco;Baja Complejidad;Atención Abierta-Ambulatoria
121502;Posta de Salud Rural Alto Boroa;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Nueva Imperial;Baja Complejidad;Atención Abierta-Ambulatoria
121571;Posta de Salud Rural Alto Carén;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Melipeuco;Baja Complejidad;Atención Abierta-Ambulatoria
121337;Centro de Salud Familiar Quepe;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Freire;Baja Complejidad;Atención Abierta-Ambulatoria
121513;Posta de Salud Rural La Sierra;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121567;Posta de Salud Rural San Ramón;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
200943;SUR San Ramón;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
121311;Centro de Salud Familiar Melipeuco;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Melipeuco;Baja Complejidad;Atención Abierta-Ambulatoria
200944;SUR Melipeuco;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de La Araucanía;Melipeuco;Baja Complejidad;Atención Abierta-Ambulatoria
121572;Posta de Salud Rural Cumcumllaque;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Melipeuco;Baja Complejidad;Atención Abierta-Ambulatoria
121527;Posta de Salud Rural Deume;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121498;Posta de Salud Rural Mañío Ducañán;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Nueva Imperial;Baja Complejidad;Atención Abierta-Ambulatoria
121588;Posta de Salud Rural Molco (Nueva Imperial );Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Nueva Imperial;Baja Complejidad;Atención Abierta-Ambulatoria
121464;Posta de Salud Rural El Temo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121589;Posta de Salud Rural Chucauco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Freire;Baja Complejidad;Atención Abierta-Ambulatoria
121462;Posta de Salud Rural Pedregoso (Cunco);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Cunco;Baja Complejidad;Atención Abierta-Ambulatoria
121593;Posta de Salud Rural Metrenco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
121525;Posta de Salud Rural Romopulli;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121458;Posta de Salud Rural Roble Huacho;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
121500;Posta de Salud Rural Bochoco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Nueva Imperial;Baja Complejidad;Atención Abierta-Ambulatoria
129451;Posta de Salud Rural Icalma;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lonquimay;Baja Complejidad;Atención Abierta-Ambulatoria
121459;Posta de Salud Rural Laurel Huacho;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
121516;Posta de Salud Rural Catripulli ( Carahue);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121529;Posta de Salud Rural Cheucán;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121116;Hospital Dr. Arturo Hillerns Larrañaga (Saavedra);Hospital;Público;Servicio de Salud;;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Cerrada-Hospitalaria
121524;Posta de Salud Rural Perquiñán;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121488;Posta de Salud Rural Codinhue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Vilcún;Baja Complejidad;Atención Abierta-Ambulatoria
200207;Centro de Salud Familiar Conun Huenu;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
200924;SAR Conun Huenu;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
200717;Complejo Asistencial Padre las Casas;Hospital;Público;Servicio de Salud;Secundario;Región de La Araucanía;Padre Las Casas;Mediana Complejidad;Atención Cerrada-Hospitalaria
121342;Centro de Salud Familiar Pulmahue;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
121495;Posta de Salud Rural Agua Tendida;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121336;Centro de Salud Familiar Las Colinas;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
121350;Centro de Salud Familiar Labranza;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
200156;SAR Labranza;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121602;COSAM Padre Las Casas;Centro Comunitario de Salud Mental  (COSAM);Público;Servicio de Salud;Secundario;Región de La Araucanía;Padre Las Casas;Mediana Complejidad;Atención Abierta-Ambulatoria
121808;SAPU Padre Las Casas;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
121308;Centro de Salud Familiar Padre Las Casas;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
121307;Centro de Salud Familiar Amanecer;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121503;Posta de Salud Rural Rulo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Nueva Imperial;Baja Complejidad;Atención Abierta-Ambulatoria
200152;SAPU Amanecer;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121522;Posta de Salud Rural Quifo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121600;COSAM Amanecer;Centro Comunitario de Salud Mental  (COSAM);Público;Servicio de Salud;Secundario;Región de La Araucanía;Temuco;Mediana Complejidad;Atención Abierta-Ambulatoria
121788;Centro Comunitario de Salud Familiar Las Quilas;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121461;Posta de Salud Rural Truf Truf;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
121520;Posta de Salud Rural Nehuentué;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
200158;SAPU Nueva Imperial;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de La Araucanía;Nueva Imperial;Baja Complejidad;Atención Abierta-Ambulatoria
121341;Centro de Salud Familiar Nueva Imperial;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Nueva Imperial;Baja Complejidad;Atención Abierta-Ambulatoria
121012;Clínica Dental Móvil Doble. Pat. BBZV83 (Temuco);Unidad de Procedimientos Móvil;Público;Servicio de Salud;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121013;Clínica Dental Móvil Doble. Pat. BBZV84 (Temuco);Unidad de Procedimientos Móvil;Público;Servicio de Salud;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121014;Clínica Dental Móvil Doble. Pat. BBZV85 (Temuco);Unidad de Procedimientos Móvil;Público;Servicio de Salud;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121030;Unidad de Salud Funcionario   SS. Araucanía Sur;Unidad de Salud Funcionarios;Público;Servicio de Salud;Secundario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Sur);Dirección Servicio de Salud;Público;Servicio de Salud;No Aplica;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121011;PRAIS (S.S Araucanía Sur);Programa de Reparación y Atención Integral de Salud (PRAIS);Público;Servicio de Salud;No Aplica;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
112323;Centro Odontológico Macul;Clínica Dental;Público;Municipal;Primario;Región Metropolitana de Santiago;Macul;Mediana Complejidad;Atención Abierta-Ambulatoria
121274;Centro de Salud Gendarmería de Chile (Temuco);Centro de Salud Privado;Fuerzas Armadas y de Orden;Gendamería;Secundario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121785;Centro Comunitario de Salud Familiar San Antonio;Centro Comunitario de Salud Familiar (CECOSF);Público;Servicio de Salud;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121114;Hospital Intercultural de Nueva Imperial;Hospital;Público;Servicio de Salud;Terciario;Región de La Araucanía;Nueva Imperial;Mediana Complejidad;Atención Cerrada-Hospitalaria
121278;Centro Médico y Dental de Carabineros de Chile Zona IX Araucanía;Centro de Salud Privado;Fuerzas Armadas y de Orden;Fuerzas Armadas y de Orden (FFAA);No Aplica;Región de La Araucanía;Temuco;Mediana Complejidad;Atención Abierta-Ambulatoria
200290;Centro Comunitario de Salud Familiar El Alto;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Nueva Imperial;Baja Complejidad;Atención Abierta-Ambulatoria
121109;Hospital Dr. Hernán Henríquez Aravena (Temuco);Hospital;Público;Servicio de Salud;Terciario;Región de La Araucanía;Temuco;Alta Complejidad;Atención Cerrada-Hospitalaria
121803;SAR Miraflores;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Servicio de Salud;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121303;Centro de Salud Familiar Miraflores (Temuco);Centro de Salud Familiar (CESFAM);Público;Servicio de Salud;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121806;SAPU Santa Rosa;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121306;Centro de Salud Familiar Santa Rosa;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121275;Centro de Salud Regional de Gendarmería de Chile Región de La Araucanía;Centro de Salud Privado;Fuerzas Armadas y de Orden;Gendamería;Secundario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
200971;Laboratorio Clínico Municipalidad de Temuco;Laboratorio Clínico;Público;Municipal;No Aplica;Región de La Araucanía;Temuco;Pendiente;No Aplica
200640;Clínica Dental Móvil Pat. UXU-852-0 (Temuco);Unidad de Procedimientos Móvil;Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121530;Posta de Salud Rural Calof;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121305;Centro de Salud Familiar Villa Alegre;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
200161;SAPU Villa Alegre;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121592;Posta de Salud Rural Codopille;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Padre Las Casas;Baja Complejidad;Atención Abierta-Ambulatoria
121601;COSAM Temuco;Centro Comunitario de Salud Mental  (COSAM);Público;Servicio de Salud;Secundario;Región de La Araucanía;Temuco;Mediana Complejidad;Atención Abierta-Ambulatoria
121309;Centro de Salud Familiar Pueblo Nuevo;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
200154;SAPU Pueblo Nuevo;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
200382;Centro Comunitario de Salud Familiar Carahue;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
200159;SAR Pedro de Valdivia;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121347;Centro de Salud Familiar Pedro de Valdivia;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
200183;Centro de Salud Familiar El Carmen;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121115;Hospital Familiar y Comunitario Carahue;Hospital;Público;Servicio de Salud;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Cerrada-Hospitalaria
121780;Centro Comunitario de Salud Familiar Villa el Salar;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121782;Centro Comunitario de Salud Familiar Arquenco;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121523;Posta de Salud Rural Ranco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Saavedra;Baja Complejidad;Atención Abierta-Ambulatoria
121506;Posta de Salud Rural Tranapuente;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121487;Posta de Salud Rural General López;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Vilcún;Baja Complejidad;Atención Abierta-Ambulatoria
121485;Centro Comunitario de Salud Familiar Cherquenco;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Vilcún;Baja Complejidad;Atención Abierta-Ambulatoria
121456;Centro de Salud Familiar de Cajón;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Vilcún;Baja Complejidad;Atención Abierta-Ambulatoria
121112;Hospital de Vilcún;Hospital;Público;Servicio de Salud;;Región de La Araucanía;Vilcún;Baja Complejidad;Atención Cerrada-Hospitalaria
121510;Posta de Salud Rural Puyangue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121352;Centro de Salud Docente Asistencial Monseñor Sergio Valech;Consultorio General Rural (CGR);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121486;Posta de Salud Rural San Patricio;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Vilcún;Baja Complejidad;Atención Abierta-Ambulatoria
121489;Posta de Salud Rural Quintrilpe;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Vilcún;Baja Complejidad;Atención Abierta-Ambulatoria
129452;Posta de Salud Rural Liucura (Lonquimay);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lonquimay;Baja Complejidad;Atención Abierta-Ambulatoria
121469;Centro Comunitario de Salud Familiar Pillanlelbún;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
200989;SUR Pillanlelbun;Servicio de Urgencia Rural (SUR);Público;Servicio de Salud;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121499;Posta de Salud Rural Chivilcoyan;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Nueva Imperial;Baja Complejidad;Atención Abierta-Ambulatoria
121328;Centro de Salud Familiar Trovolhue;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
200946;SUR Trovolhue;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121512;Posta de Salud Rural Coi Coi;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121463;Posta de Salud Rural Conoco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121473;Posta de Salud Rural Pumalal;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121511;Posta de Salud Rural Los Placeres;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121474;Posta de Salud Rural Blanco Lepín;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121509;Posta de Salud Rural Santa Celia;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121327;Centro de Salud Familiar Chol Chol;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Cholchol;Baja Complejidad;Atención Abierta-Ambulatoria
200945;SUR Chol Chol;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de La Araucanía;Cholchol;Baja Complejidad;Atención Abierta-Ambulatoria
121460;Posta de Salud Rural Collimallín;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Temuco;Baja Complejidad;Atención Abierta-Ambulatoria
121515;Posta de Salud Rural Miramar;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Nueva Imperial;Baja Complejidad;Atención Abierta-Ambulatoria
121514;Posta de Salud Rural El Manzano (Carahue);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121519;Posta de Salud Rural Loncoyamo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121470;Posta de Salud Rural Muco Chureo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121580;Posta de Salud Rural Malalche;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Cholchol;Baja Complejidad;Atención Abierta-Ambulatoria
121476;Posta de Salud Rural Vega Redonda;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Vilcún;Baja Complejidad;Atención Abierta-Ambulatoria
121591;Posta de Salud Rural Vega Larga;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121590;Posta de Salud Rural El Escudo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
129450;Posta de Salud Rural Sierra Nevada;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lonquimay;Baja Complejidad;Atención Abierta-Ambulatoria
129454;Posta de Salud Rural Pichipehuenco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lonquimay;Baja Complejidad;Atención Abierta-Ambulatoria
121472;Posta de Salud Rural Colonia Lautaro;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121787;Centro Comunitario de Salud Familiar Guacolda;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121346;Centro de Salud Familiar Lautaro;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de La Araucanía;Lautaro;Baja Complejidad;Atención Abierta-Ambulatoria
121110;Hospital Dr. Abraham Godoy Peña (Lautaro);Hospital;Público;Servicio de Salud;Terciario;Región de La Araucanía;Lautaro;Mediana Complejidad;Atención Cerrada-Hospitalaria
129453;Posta de Salud Rural Pedregoso (Lonquimay);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Lonquimay;Baja Complejidad;Atención Abierta-Ambulatoria
121508;Posta de Salud Rural Alto Yupehue;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Carahue;Baja Complejidad;Atención Abierta-Ambulatoria
121478;Posta de Salud Rural Rapa - Mañiuco;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de La Araucanía;Galvarino;Baja Complejidad;Atención Abierta-Ambulatoria
