EstablecimientoCodigo;EstablecimientoGlosa;TipoEstablecimientoGlosa;TipoSistemaSaludGlosa;DependenciaAdministrativa;NivelAtencionEstabglosa;RegionGlosa;ComunaGlosa;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa
105304;Centro de Salud Familiar Santa Cecilia;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Coquimbo;Coquimbo;Baja Complejidad;Atención Abierta-Ambulatoria
105804;SAPU Santa Cecilia;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Coquimbo;Coquimbo;Baja Complejidad;Atención Abierta-Ambulatoria
105700;Centro Comunitario de Salud Familiar Villa el Indio;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105400;Posta de Salud Rural Algarrobito;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105300;Centro de Salud Familiar Cardenal Caro;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105825;SAPU Cardenal Caro;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105802;SAPU Pedro Aguirre Cerda;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105302;Centro de Salud Familiar Pedro Aguirre Cerda;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
200461;Policlínico de Funcionarios de Gendarmería de Chile La Serena;Centro de Salud Privado;Fuerzas Armadas y de Orden;Gendamería;Secundario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105100;Hospital San Juan de Dios (La Serena);Hospital;Público;Servicio de Salud;Terciario;Región de Coquimbo;La Serena;Alta Complejidad;Atención Cerrada-Hospitalaria
105030;Unidad de Salud Funcionario S.S Coquimbo;Unidad de Salud Funcionarios;Público;Servicio de Salud;Secundario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Coquimbo);Dirección Servicio de Salud;Público;Servicio de Salud;No Aplica;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105011;PRAIS (S.S Coquimbo);Programa de Reparación y Atención Integral de Salud (PRAIS);Público;Servicio de Salud;No Aplica;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105826;SAR Emilio Schaffhauser;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105313;Centro de Salud Familiar Dr. Emilio Schaffhauser;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
200388;Centro Médico y Dental La Serena IVa. Zona de Carabineros Coquimbo;Centro de Salud Privado;Fuerzas Armadas y de Orden;Fuerzas Armadas y de Orden (FFAA);No Aplica;Región de Coquimbo;La Serena;Mediana Complejidad;Atención Abierta-Ambulatoria
105474;Posta de Salud Rural Chapilca;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Coquimbo;Vicuña;Baja Complejidad;Atención Abierta-Ambulatoria
105402;Posta de Salud Rural El Romero;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
200402;Centro Comunitario de Salud Familiar Arcos de Pinamar;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105702;Centro Comunitario de Salud Familiar Lambert;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105319;Centro de Salud Familiar Cardenal Raúl Silva Henríquez de La Serena;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105819;SAR Raúl Silva Henríquez;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105801;SAPU Las Compañías;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105301;Centro de Salud Familiar Las Compañías;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105701;Centro Comunitario de Salud Familiar Villa Alemania;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105325;Centro de Salud Familiar Juan Pablo II (La Serena);Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
200105;SAPU Juan Pablo II;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105470;Posta de Salud Rural Huanta;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Coquimbo;Vicuña;Baja Complejidad;Atención Abierta-Ambulatoria
105499;Posta de Salud Rural Lambert;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Coquimbo;La Serena;Baja Complejidad;Atención Abierta-Ambulatoria
105500;Posta de Salud Rural Caleta Hornos;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Coquimbo;La Higuera;Baja Complejidad;Atención Abierta-Ambulatoria
105314;Centro de Salud Familiar La Higuera;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Coquimbo;La Higuera;Baja Complejidad;Atención Abierta-Ambulatoria
200740;SUR La Higuera;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de Coquimbo;La Higuera;Baja Complejidad;Atención Abierta-Ambulatoria
105506;Posta de Salud Rural El Trapiche;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Coquimbo;La Higuera;Baja Complejidad;Atención Abierta-Ambulatoria
105505;Posta de Salud Rural Los Choros;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Coquimbo;La Higuera;Baja Complejidad;Atención Abierta-Ambulatoria
104411;Posta de Salud Rural Incahuasi;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Vallenar;Baja Complejidad;Atención Abierta-Ambulatoria
104409;Posta de Salud Rural Carrizalillo (Freirina);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Freirina;Baja Complejidad;Atención Abierta-Ambulatoria
104414;Posta de Salud Rural Las Breas (Alto del Carmen);Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Alto del Carmen;Baja Complejidad;Atención Abierta-Ambulatoria
104410;Posta de Salud Rural Cachiyuyo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Vallenar;Baja Complejidad;Atención Abierta-Ambulatoria
104407;Posta de Salud Rural Conay;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Alto del Carmen;Baja Complejidad;Atención Abierta-Ambulatoria
104405;Posta de Salud Rural Domeyko;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Vallenar;Baja Complejidad;Atención Abierta-Ambulatoria
104403;Posta de Salud Rural San Félix;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Alto del Carmen;Baja Complejidad;Atención Abierta-Ambulatoria
104404;Posta de Salud Rural El Tránsito;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Alto del Carmen;Baja Complejidad;Atención Abierta-Ambulatoria
104322;Centro de Salud Familiar Alto del Carmen;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Alto del Carmen;Baja Complejidad;Atención Abierta-Ambulatoria
200949;SUR Alto del Carmen;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de Atacama;Alto del Carmen;Baja Complejidad;Atención Abierta-Ambulatoria
104317;Centro de Salud Familiar Joan Crawford Astudillo;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Vallenar;Baja Complejidad;Atención Abierta-Ambulatoria
200101;SAPU Joan Crawford Astudillo;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Atacama;Vallenar;Baja Complejidad;Atención Abierta-Ambulatoria
200099;SAPU Baquedano;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Atacama;Vallenar;Baja Complejidad;Atención Abierta-Ambulatoria
104316;Centro de Salud Familiar Baquedano;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Vallenar;Baja Complejidad;Atención Abierta-Ambulatoria
104103;Hospital Provincial del Huasco Monseñor Fernando Ariztía Ruiz (Vallenar);Hospital;Público;Servicio de Salud;Terciario;Región de Atacama;Vallenar;Mediana Complejidad;Atención Cerrada-Hospitalaria
104313;Centro de Salud Familiar Estación;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Vallenar;Baja Complejidad;Atención Abierta-Ambulatoria
104315;Centro de Salud Familiar Hermanos Carrera;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Vallenar;Baja Complejidad;Atención Abierta-Ambulatoria
104408;Posta de Salud Rural Hacienda Ventanas;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Vallenar;Baja Complejidad;Atención Abierta-Ambulatoria
104314;Centro de Salud Familiar Freirina;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Freirina;Baja Complejidad;Atención Abierta-Ambulatoria
200951;SUR Freirina;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de Atacama;Freirina;Baja Complejidad;Atención Abierta-Ambulatoria
104416;Posta de Salud Rural Jeremías Cortés;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Huasco;Baja Complejidad;Atención Abierta-Ambulatoria
104319;Centro de Salud Familiar Juan Verdaguer;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Huasco;Baja Complejidad;Atención Abierta-Ambulatoria
104104;Hospital Dr. Manuel Magalhaes Medling (Huasco);Hospital;Público;Servicio de Salud;;Región de Atacama;Huasco;Baja Complejidad;Atención Cerrada-Hospitalaria
104415;Posta de Salud Rural Padre Mariano Avellana Lasierra;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Huasco;Baja Complejidad;Atención Abierta-Ambulatoria
104413;Posta de Salud Rural Segundo Ponce;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Huasco;Baja Complejidad;Atención Abierta-Ambulatoria
104400;Posta de Salud Rural Los Loros;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Tierra Amarilla;Baja Complejidad;Atención Abierta-Ambulatoria
104308;Centro de Salud Familiar Dr. Salvador Allende Gossens;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Tierra Amarilla;Baja Complejidad;Atención Abierta-Ambulatoria
200952;SUR Tierra Amarilla;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de Atacama;Tierra Amarilla;Baja Complejidad;Atención Abierta-Ambulatoria
104307;Centro de Salud Familiar Paipote;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
200102;SAR Paipote;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
200481;Centro Médico y Dental Copiapó IIIa Zona Carabineros Atacama;Centro de Salud Privado;Fuerzas Armadas y de Orden;Fuerzas Armadas y de Orden (FFAA);No Aplica;Región de Atacama;Copiapó;Mediana Complejidad;Atención Abierta-Ambulatoria
200633;Policlínico Gendarmería Regional de Atacama;Centro de Salud Privado;Fuerzas Armadas y de Orden;Gendamería;Secundario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104304;Centro de Salud Familiar Rosario-Palomar;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
200104;SAPU El Palomar;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104300;Centro de Salud Familiar Santa Elvira;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104305;Centro de Salud Familiar Candelaria Rosario;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104306;Centro de Salud Familiar Manuel Rodríguez;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104100;Hospital San José del Carmen (Copiapó);Hospital;Público;Servicio de Salud;Terciario;Región de Atacama;Copiapó;Alta Complejidad;Atención Cerrada-Hospitalaria
200610;Policlínico Centro de Cumplimiento Penitenciario de Copiapó;Centro de Salud Privado;Fuerzas Armadas y de Orden;Gendamería;Secundario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104321;Centro de Salud Familiar Dr. Bernardo Mellibovsky;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
200100;SAPU Dr. Bernardo Mellibovsky;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104012;Clínica Dental Móvil Simple. Pat. PW4068 (Copiapó);Unidad de Procedimientos Móvil;Público;Servicio de Salud;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104030;Unidad de Salud Funcionario   S.S Atacama;Unidad de Salud Funcionarios;Público;Servicio de Salud;Secundario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Atacama);Dirección Servicio de Salud;Público;Servicio de Salud;No Aplica;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104011;PRAIS (S.S Atacama);Programa de Reparación y Atención Integral de Salud (PRAIS);Público;Servicio de Salud;No Aplica;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104302;Centro de Salud Familiar Juan Martínez;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
104303;Centro de Salud Familiar Pedro León Gallo;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Copiapó;Baja Complejidad;Atención Abierta-Ambulatoria
112107;Hospital Hanga Roa (Isla De Pascua);Hospital;Público;Servicio de Salud;;Región de Valparaíso;Isla de Pascua;Baja Complejidad;Atención Cerrada-Hospitalaria
104701;Centro Comunitario de Salud Familiar Orfelia Lavín;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Atacama;Caldera;Baja Complejidad;Atención Abierta-Ambulatoria
104301;Centro de Salud Familiar Rosario Corvalán;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Caldera;Baja Complejidad;Atención Abierta-Ambulatoria
200103;SAR Rosario Corvalán-Caldera;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de Atacama;Caldera;Baja Complejidad;Atención Abierta-Ambulatoria
104402;Posta de Salud Rural Inca de Oro;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Diego de Almagro;Baja Complejidad;Atención Abierta-Ambulatoria
104401;Posta de Salud Rural El Salado de Chañaral;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Atacama;Chañaral;Baja Complejidad;Atención Abierta-Ambulatoria
104102;Hospital Dr. Florencio Vargas (Diego de Almagro);Hospital;Público;Servicio de Salud;;Región de Atacama;Diego de Almagro;Baja Complejidad;Atención Cerrada-Hospitalaria
104101;Hospital Dr. Jerónimo Méndez Arancibia (Chañaral);Hospital;Público;Servicio de Salud;;Región de Atacama;Chañaral;Baja Complejidad;Atención Cerrada-Hospitalaria
104309;Centro de Salud Familiar Dr. Luis Herrera;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Chañaral;Baja Complejidad;Atención Abierta-Ambulatoria
104311;Centro de Salud Familiar El Salvador;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región de Atacama;Diego de Almagro;Baja Complejidad;Atención Abierta-Ambulatoria
200950;SUR Diego de Almagro;Servicio de Urgencia Rural (SUR);Público;Municipal;Primario;Región de Atacama;Diego de Almagro;Baja Complejidad;Atención Abierta-Ambulatoria
103103;Hospital 21 de Mayo (Taltal);Hospital;Público;Servicio de Salud;;Región de Antofagasta;Taltal;Baja Complejidad;Atención Cerrada-Hospitalaria
103413;Posta de Salud Rural Paposo;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Antofagasta;Taltal;Baja Complejidad;Atención Abierta-Ambulatoria
200621;Centro Comunitario de Salud Familiar Coviefi;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Antofagasta;Antofagasta;Baja Complejidad;Atención Abierta-Ambulatoria
200622;SAR Coviefi;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región de Antofagasta;Antofagasta;Baja Complejidad;Atención Abierta-Ambulatoria
